X,Y,OBJECTID,Type,Detail_Type,DISTRICT,COUNTY,FACILITY,Camp_type,TOTAL_SITE,ADA_SITES,name,Ownership,Management,Surface,Use_,Condition,Lat,Long
-86.30022019714086,42.332005946599104,6110,Campground,State Park,Plainwell,Van Buren,Van Buren State Park,Organizational,1,0,Van Buren State Park  ,State,DNR,Dirt,Recreation,Unknown,42.33199794,-86.3002148
-87.987427792617282,46.519517193984484,6111,Campground,State Park,Baraga,Marquette,Van Riper State Park,Modern,147,2,Van Riper State Park  ,State,DNR,Dirt,Recreation,Unknown,46.51950862,-87.98742139
-87.99309349081949,46.519257680477182,6112,Campground,State Park,Baraga,Marguette,Van Riper State Park,Rustic,40,0,Van Riper State Park  ,State,DNR,Dirt,Recreation,Unknown,46.51924911,-87.99308709
-84.131552202663968,42.066074223819115,6113,Campground,State Park,Rose Lake,Lenawee,W.J. Hayes State Park,Modern,175,10,W.J. Hayes State Park  ,State,DNR,Dirt,Recreation,Unknown,42.06606615,-84.13154748
-86.587898621085102,41.910542123145575,6114,Campground,State Park,Plainwell,Berrien,Warren Dunes State Park,Modern,182,0,Warren Dunes State Park  ,State,DNR,Dirt,Recreation,Unknown,41.91053421,-86.58789318
-86.583644212978399,41.915575465355587,6115,Campground,State Park,Plainwell,Berrien,Warren Dunes State Park,Rustic,37,0,Warren Dunes State Park  ,State,DNR,Dirt,Recreation,Unknown,41.91556755,-86.58363877
-86.581066642117932,41.921862937842505,6116,Campground,State Park,Plainwell,Berrien,Warren Dunes State Park,Organizational,1,0,Warren Dunes State Park  ,State,DNR,Dirt,Recreation,Unknown,41.92185502,-86.5810612
-84.121786384126338,42.341987726567147,6117,Campground,State Park,Rose Lake,Jackson,Waterloo Recreation Area,Modern,154,10,Waterloo Recreation Area Sugarloaf Lake,State,DNR,Dirt,Recreation,Unknown,42.3419796,-84.12178164
-84.071406379280091,42.364367293683422,6118,Campground,State Park,Rose Lake,Jackson,Waterloo Recreation Area,Rustic,1,0,Waterloo Recreation Area Green Lake,State,DNR,Dirt,Recreation,Unknown,42.36435916,-84.07140165
-84.12939410899763,42.333074613984643,6119,Campground,State Park,Rose Lake,Jackson,Waterloo Recreation Area,Equestrian,1,0,Waterloo Recreation Area Green Lake,State,DNR,Dirt,Recreation,Unknown,42.33306649,-84.12938936
-84.236124994856951,42.328755862309805,6120,Campground,State Park,Rose Lake,Jackson,Waterloo Recreation Area,Modern,130,7,Waterloo Recreation Area Portage Lake,State,DNR,Dirt,Recreation,Unknown,42.32874775,-84.23612022
-84.886297923689497,45.754238507762878,6121,Campground,State Park,Gaylord,Emmet,WIlderness State Park,Organizational,1,0,WIlderness State Park  ,State,DNR,Dirt,Recreation,Unknown,45.75422986,-84.88629258
-84.899843468389591,45.744092038960041,6122,Campground,State Park,Gaylord,Emmet,Wilderness State Park,Modern,100,0,Wilderness State Park Pines,State,DNR,Dirt,Recreation,Unknown,45.74408339,-84.89983813
-84.900264830390995,45.74593800325529,6123,Campground,State Park,Gaylord,Emmet,Wilderness State Park,Modern,150,0,Wilderness State Park Lakeshore,State,DNR,Dirt,Recreation,Unknown,45.74592936,-84.90025949
-84.805610492507341,44.030536281186691,6124,Campground,State Park,Cadillac,Clare,Wilson State Park,Modern,100,0,Wilson State Park  ,State,DNR,Dirt,Recreation,Unknown,44.03052791,-84.80560537
-84.803544549492756,44.027326600754627,6125,Campground,State Park,Cadillac,Clare,Wilson State Park,Modern,59,0,Wilson State Park  ,State,DNR,Dirt,Recreation,Unknown,44.02731823,-84.80353943
-84.801765347171639,44.026211281779098,6126,Campground,State Park,Cadillac,Clare,Wilson State Park,Organizational,1,0,Wilson State Park  ,State,DNR,Dirt,Recreation,Unknown,44.02620291,-84.80176023
-85.455275361158485,42.618475244266683,6127,Campground,State Park,Plainwell,Barry,Yankee Springs Recreation Area,Rustic,119,0,Yankee Springs Recreation Area Deep Lake,State,DNR,Dirt,Recreation,Unknown,42.61846714,-85.45527019
-85.51915193881382,42.618206677296044,6128,Campground,State Park,Plainwell,Barry,Yankee Springs Recreation Area,Modern,200,12,Yankee Springs Recreation Area Gun Lake,State,DNR,Dirt,Recreation,Unknown,42.61819858,-85.51914675
-85.471997042382725,42.600523594288468,6129,Campground,State Park,Plainwell,Barry,Yankee Springs Recreation Area,Equestrian,1,0,Yankee Springs Recreation Area  ,State,DNR,Dirt,Recreation,Unknown,42.6005155,-85.47199186
-85.056544567417333,45.238211709923725,6130,Campground,State Park,Gaylord,Charlevoix,Young State Park,Modern,148,0,Young State Park Spruce,State,DNR,Dirt,Recreation,Unknown,45.23820315,-85.05653923
-85.061452136534101,45.23554426078892,6131,Campground,State Park,Gaylord,Charlevoix,Young State Park,Modern,51,3,Young State Park Oak,State,DNR,Dirt,Recreation,Unknown,45.23553571,-85.0614468
-85.058752035744106,45.234120071836237,6132,Campground,State Park,Gaylord,Charlevoix,Young State Park,Modern,41,5,Young State Park Terrace,State,DNR,Dirt,Recreation,Unknown,45.23411152,-85.0587467
-83.459051267267398,42.689151872493106,12799,Campground,,Pontiac,Oakland,Pontiac Lake Recreation Area,Equestrian,1,0,Pontiac Lake Recreation Area  ,State,DNR,Dirt,,Good,42.68914366,-83.45904669
-83.86646258977909,42.506020085855148,13149,Campground,,Rose Lake,Livingston,Brighton Recreation Area,Equestrian,8,0,Brighton Recreation Area Horseman's,State,DNR,Dirt,,Good,42.50601192,-83.86645791
